fill	x	y	xmin	xmax	ymin	ymax
#5C5C5C	2	1	1.875	2.125	0.5	1.5
#3E3E3E	2	0	1.875	2.125	-0.5	0.5
#4C4C4C	1.75	1	1.625	1.875	0.5	1.5
#FFFFFF	2.75	1	2.625	2.875	0.5	1.5
#4C4C4C	2.25	0	2.125	2.375	-0.5	0.5
#5C5C5C	2.25	1	2.125	2.375	0.5	1.5
#B5B5B5	2.5	0	2.375	2.625	-0.5	0.5
#000000	1.75	0	1.625	1.875	-0.5	0.5
#B5B5B5	2.75	0	2.625	2.875	-0.5	0.5
#292929	1.5	0	1.375	1.625	-0.5	0.5
#B5B5B5	3	1	2.875	3.125	0.5	1.5
#FFFFFF	3.25	1	3.125	3.375	0.5	1.5
#212121	1.25	0	1.125	1.375	-0.5	0.5
#FFFFFF	2.5	1	2.375	2.625	0.5	1.5
#FFFFFF	3.25	2	3.125	3.375	1.5	2.5
#4C4C4C	1	0	0.875	1.125	-0.5	0.5
#FFFFFF	1	1	0.875	1.125	0.5	1.5
#717171	1.5	1	1.375	1.625	0.5	1.5
#FFFFFF	0.75	0	0.625	0.875	-0.5	0.5
#FFFFFF	0.5	0	0.375	0.625	-0.5	0.5
#FFFFFF	1.25	1	1.125	1.375	0.5	1.5
